senseval2.d000.s000.t000 art.n.02
semeval2007.d000.s000.t001 research.n.01
semeval2007.d000.s001.t000 remark.n.01
semeval2007.d000.s001.t003 cause.n.01
semeval2007.d000.s002.t001 statement.n.01
semeval2007.d000.s004.t000 cause.n.01
semeval2007.d000.s006.t001 people.n.01
semeval2007.d000.s006.t004 battalion.n.02
semeval2007.d000.s008.t000 people.n.01
semeval2007.d000.s008.t002 shelter.n.05
semeval2007.d000.s008.t004 necessity.n.02
semeval2007.d000.s009.t001 problem.n.01
semeval2007.d000.s009.t003 person.n.01
semeval2007.d000.s009.t004 class.n.01
semeval2007.d000.s009.t007 shelter.n.05
semeval2007.d000.s010.t000 interaction.n.01
semeval2007.d000.s010.t002 generalization.n.02
semeval2007.d000.s012.t002 understanding.n.01
semeval2007.d000.s014.t000 survey.n.01
semeval2007.d000.s015.t000 survey.n.01
semeval2007.d000.s015.t004 combination.n.01
semeval2007.d000.s016.t000 problem.n.01
semeval2007.d000.s016.t004 person.n.01
semeval2007.d000.s018.t001 director.n.01
semeval2007.d000.s018.t002 center.n.03
semeval2007.d000.s020.t001 addiction.n.01
semeval2007.d000.s024.t001 position.n.03
semeval2007.d000.s024.t002 decrease.n.04
semeval2007.d000.s024.t004 function.n.03
semeval2007.d000.s024.t005 number.n.01
semeval2007.d000.s024.t006 woman.n.01
semeval2007.d000.s026.t000 research.n.01
semeval2007.d000.s026.t002 assertion.n.01
semeval2007.d000.s028.t000 march.n.04
semeval2007.d000.s028.t003 group.n.01
semeval2007.d000.s028.t006 support.n.02
semeval2007.d000.s028.t008 thing.n.01
semeval2007.d000.s028.t010 campaign.n.02
semeval2007.d000.s029.t000 force.n.01
semeval2007.d000.s030.t001 organization.n.01
semeval2007.d000.s031.t000 homeless.n.01
semeval2007.d000.s031.t002 examination.n.01
semeval2007.d000.s031.t005 survey.n.01
semeval2007.d000.s032.t001 executive.n.01
semeval2007.d001.s000.t000 history.n.02
semeval2007.d001.s001.t001 model.n.07
semeval2007.d001.s002.t001 trip.n.01
semeval2007.d001.s002.t003 reader.n.01
semeval2007.d001.s003.t000 question.n.01
semeval2007.d001.s003.t001 writer.n.01
semeval2007.d001.s003.t005 book.n.01
semeval2007.d001.s004.t001 way.n.05
semeval2007.d001.s004.t003 company.n.01
semeval2007.d001.s004.t004 contractor.n.01
semeval2007.d001.s005.t000 book.n.01
semeval2007.d001.s005.t003 collaborator.n.03
semeval2007.d001.s006.t004 plan.n.01
semeval2007.d001.s007.t000 creation.n.01
semeval2007.d001.s007.t002 contract.n.01
semeval2007.d001.s009.t000 collaborator.n.03
semeval2007.d001.s009.t003 ownership.n.01
semeval2007.d001.s011.t001 area.n.01
semeval2007.d001.s012.t000 company.n.01
semeval2007.d001.s012.t004 slant.n.01
semeval2007.d001.s013.t002 prison_term.n.01
semeval2007.d001.s013.t003 company.n.01
semeval2007.d001.s013.t005 career.n.02
semeval2007.d001.s013.t007 official.n.01
semeval2007.d001.s015.t001 use.n.01
semeval2007.d001.s016.t002 aid.n.02
semeval2007.d001.s017.t001 collaborator.n.03
semeval2007.d001.s018.t000 management.n.02
semeval2007.d001.s018.t002 arrangement.n.03
semeval2007.d001.s019.t001 equity.n.01
semeval2007.d001.s020.t001 destiny.n.01
semeval2007.d001.s020.t003 person.n.01
semeval2007.d001.s022.t001 ingenuity.n.02
semeval2007.d001.s024.t001 apparel.n.01
semeval2007.d001.s026.t001 name.n.01
semeval2007.d001.s026.t003 writer.n.01
semeval2007.d001.s028.t001 writer.n.01
semeval2007.d001.s028.t003 plan.n.01
semeval2007.d001.s028.t004 scandal.n.02
semeval2007.d001.s029.t002 court.n.01
semeval2007.d001.s029.t005 plan.n.01
semeval2007.d001.s030.t001 gold.n.01
semeval2007.d001.s030.t003 surprise.n.01
semeval2007.d001.s031.t000 one.n.01
semeval2007.d001.s031.t002 feature.n.01
semeval2007.d001.s032.t001 plan.n.01
semeval2007.d001.s033.t000 program.n.02
semeval2007.d001.s034.t001 hint.n.02
semeval2007.d001.s035.t000 group.n.01
semeval2007.d001.s035.t001 people.n.01
semeval2007.d001.s036.t001 government.n.01
semeval2007.d001.s036.t003 wealth.n.01
semeval2007.d001.s036.t005 commerce.n.01
semeval2007.d001.s036.t007 institution.n.01
semeval2007.d001.s036.t008 money.n.01
semeval2007.d001.s036.t012 decision.n.01
semeval2007.d001.s037.t001 wish.n.01
semeval2007.d001.s038.t001 line.n.01
semeval2007.d001.s038.t002 pocket.n.03
semeval2007.d001.s039.t000 issue.n.01
semeval2007.d002.s002.t000 man.n.01
semeval2007.d002.s002.t002 attempt.n.01
semeval2007.d002.s002.t004 piece.n.05
semeval2007.d002.s003.t001 state.n.02
semeval2007.d002.s003.t005 machine.n.01
semeval2007.d002.s004.t000 diner.n.01
semeval2007.d002.s004.t004 morning.n.01
semeval2007.d002.s005.t001 reception.n.01
semeval2007.d002.s008.t002 lead.n.01
semeval2007.d002.s009.t000 number.n.01
semeval2007.d002.s009.t002 test.n.05
semeval2007.d002.s009.t004 estimate.n.01
semeval2007.d002.s010.t003 balloon.n.01
semeval2007.d002.s011.t000 balloon.n.01
semeval2007.d002.s011.t002 condition.n.01
semeval2007.d002.s013.t001 attraction.n.04
semeval2007.d002.s015.t000 thing.n.03
semeval2007.d002.s015.t003 energy.n.02
semeval2007.d002.s024.t000 pilot.n.01
semeval2007.d002.s026.t000 flight.n.02
semeval2007.d002.s027.t001 batch.n.02
semeval2007.d002.s027.t003 balloon.n.01
semeval2007.d002.s027.t008 basket.n.02
semeval2007.d002.s028.t001 progress.n.03
semeval2007.d002.s028.t003 driver.n.01
semeval2007.d002.s029.t001 minute.n.01
semeval2007.d002.s029.t005 cow.n.01
semeval2007.d002.s031.t002 hand.n.01
semeval2007.d002.s036.t002 air.n.01
semeval2007.d002.s036.t003 burner.n.01
semeval2007.d002.s036.t005 top.n.01
semeval2007.d002.s036.t008 current.n.02
semeval2007.d002.s037.t001 car.n.01
semeval2007.d002.s038.t002 hour.n.01
semeval2007.d002.s039.t000 balloon.n.01
semeval2007.d002.s041.t002 companion.n.01
semeval2007.d002.s042.t001 pilot.n.02
semeval2007.d002.s042.t002 basket.n.01
semeval2007.d002.s043.t003 loafer.n.02
semeval2007.d002.s044.t000 pilot.n.01
semeval2007.d002.s044.t002 burner.n.01
semeval2007.d002.s046.t003 pleasure.n.01
semeval2007.d002.s046.t005 one-half.n.01
semeval2007.d002.s049.t004 aid.n.02
semeval2007.d002.s049.t005 farmer.n.01
semeval2007.d002.s049.t007 hitch.n.04
semeval2007.d002.s050.t001 balloon.n.01
semeval2007.d002.s050.t006 craft.n.02
semeval2007.d002.s050.t007 activity.n.01
semeval2007.d002.s050.t009 routine.n.01
semeval2007.d002.s050.t012 air.n.01
semeval2007.d002.s050.t015 basket.n.01
semeval2007.d002.s051.t000 exercise.n.01
semeval2007.d002.s052.t003 duffer.n.01
semeval2007.d002.s052.t005 tee.n.01
semeval2007.d002.s052.t007 ego.n.01
semeval2013.d000.s000.t000 group.n.01
semeval2013.d000.s000.t001 plan.n.01
semeval2013.d000.s000.t002 discharge.n.03
semeval2013.d000.s001.t000 climate.n.01
semeval2013.d000.s001.t001 conference.n.01
semeval2013.d000.s001.t002 posturing.n.01
semeval2013.d000.s001.t003 recrimination.n.01
semeval2013.d000.s001.t004 focus.n.01
semeval2013.d000.s001.t005 friday.n.01
semeval2013.d000.s001.t006 handout.n.01
semeval2013.d000.s001.t007 document.n.01
semeval2013.d000.s001.t008 decrease.n.04
semeval2013.d000.s001.t009 year.n.01
semeval2013.d000.s001.t010 burden.n.01
semeval2013.d000.s001.t011 term.n.02
semeval2013.d000.s002.t000 text.n.01
semeval2013.d000.s002.t001 basis.n.02
semeval2013.d000.s002.t002 bargain.n.01
semeval2013.d000.s002.t003 greenhouse_gas.n.01
semeval2013.d000.s002.t004 obstacle.n.01
semeval2013.d000.s002.t005 way.n.05
semeval2013.d000.s003.t000 progress.n.03
semeval2013.d000.s003.t001 negotiation.n.01
semeval2013.d000.s003.t002 time.n.02
semeval2013.d000.s003.t003 populace.n.01
semeval2013.d000.s003.t004 leader.n.01
semeval2013.d000.s003.t005 copenhagen.n.01
semeval2013.d000.s003.t006 week.n.01
semeval2013.d000.s004.t000 working_group.n.01
semeval2013.d000.s004.t001 text.n.01
semeval2013.d000.s004.t002 money.n.01
semeval2013.d000.s004.t003 state.n.04
semeval2013.d000.s004.t004 one.n.01
semeval2013.d000.s004.t005 global_warming.n.01
semeval2013.d000.s004.t006 term.n.02
semeval2013.d000.s005.t000 scope.n.01
semeval2013.d000.s005.t001 option.n.02
semeval2013.d000.s005.t002 question.n.01
semeval2013.d000.s005.t003 maximum.n.01
semeval2013.d000.s005.t004 temperature.n.01
semeval2013.d000.s005.t005 rise.n.01
semeval2013.d000.s006.t000 batch.n.02
semeval2013.d000.s006.t001 flexibility.n.02
semeval2013.d000.s006.t002 procedure.n.01
semeval2013.d000.s006.t003 washington.n.01
semeval2013.d000.s006.t004 representative.n.01
semeval2013.d000.s007.t000 document.n.01
semeval2013.d000.s007.t001 negotiation.n.01
semeval2013.d000.s007.t002 text.n.01
semeval2013.d000.s007.t003 climate.n.01
semeval2013.d000.s007.t004 official.n.01
semeval2013.d000.s007.t005 picture.n.04
semeval2013.d000.s008.t000 outline.n.03
semeval2013.d000.s008.t001 bargain.n.01
semeval2013.d000.s008.t002 discharge.n.03
semeval2013.d000.s008.t003 percentage.n.01
semeval2013.d000.s008.t004 degree.n.01
semeval2013.d000.s008.t005 developing_country.n.01
semeval2013.d000.s008.t006 time_period.n.01
semeval2013.d000.s008.t007 percentage.n.01
semeval2013.d000.s009.t000 state.n.04
semeval2013.d000.s009.t001 discharge.n.03
semeval2013.d000.s009.t002 percentage.n.01
semeval2013.d000.s010.t000 european_union.n.01
semeval2013.d000.s010.t001 lecture.n.01
semeval2013.d000.s010.t002 boost.n.01
semeval2013.d000.s010.t003 friday.n.01
semeval2013.d000.s010.t004 year.n.01
semeval2013.d000.s010.t005 year.n.01
semeval2013.d000.s010.t006 state.n.04
semeval2013.d000.s010.t007 impact.n.02
semeval2013.d000.s010.t008 climate_change.n.01
semeval2013.d000.s010.t009 flood.n.01
semeval2013.d000.s010.t010 drought.n.01
semeval2013.d000.s010.t011 deforestation.n.02
semeval2013.d000.s011.t000 friday.n.01
semeval2013.d000.s011.t001 kind.n.01
semeval2013.d000.s011.t002 lecture.n.01
semeval2013.d000.s011.t003 week.n.01
semeval2013.d000.s012.t000 united_states_government.n.01
semeval2013.d000.s012.t001 climate.n.02
semeval2013.d000.s012.t002 emissary.n.01
semeval2013.d000.s012.t003 speech.n.02
semeval2013.d000.s012.t004 cut.n.19
semeval2013.d000.s012.t005 discharge.n.03
semeval2013.d000.s012.t006 one.n.01
semeval2013.d000.s013.t000 move.n.01
semeval2013.d000.s013.t001 hard_line.n.01
semeval2013.d000.s013.t002 china.n.01
semeval2013.d000.s013.t003 bush_administration.n.02
semeval2013.d000.s013.t004 official.n.01
semeval2013.d000.s013.t005 year.n.01
semeval2013.d000.s014.t000 united_states.n.01
semeval2013.d000.s014.t001 deal.n.01
semeval2013.d000.s014.t002 developing_country.n.01
semeval2013.d000.s014.t003 action.n.01
semeval2013.d000.s014.t004 text.n.01
semeval2013.d000.s014.t005 cut.n.04
semeval2013.d000.s014.t006 observer.n.02
semeval2013.d000.s015.t000 remark.n.01
semeval2013.d000.s015.t001 hour.n.01
semeval2013.d000.s015.t002 foreign_minister.n.01
semeval2013.d000.s015.t003 united_states.n.01
semeval2013.d000.s015.t004 climate.n.01
semeval2013.d000.s015.t005 negotiator.n.01
semeval2013.d000.s015.t006 common_sense.n.01
semeval2013.d000.s015.t007 week.n.01
semeval2013.d000.s015.t008 united_states.n.01
semeval2013.d000.s015.t009 china.n.01
semeval2013.d000.s015.t010 global_warming.n.01
semeval2013.d000.s016.t000 trajectory.n.01
semeval2013.d000.s016.t001 earth.n.01
semeval2013.d000.s016.t002 world_power.n.01
semeval2013.d000.s016.t003 fault_line.n.01
semeval2013.d000.s017.t000 struggle.n.01
semeval2013.d000.s017.t001 economy.n.01
semeval2013.d000.s017.t002 planet.n.01
semeval2013.d000.s017.t003 china.n.01
semeval2013.d000.s017.t004 united_states_government.n.01
semeval2013.d000.s017.t005 duty.n.01
semeval2013.d000.s017.t006 state.n.04
semeval2013.d000.s017.t007 earth.n.01
semeval2013.d000.s017.t008 twenty-four.n.01
semeval2013.d000.s017.t009 state.n.04
semeval2013.d000.s017.t010 imperative.n.02
semeval2013.d000.s017.t011 action.n.01
semeval2013.d000.s018.t000 delegate.n.01
semeval2013.d000.s018.t001 world_power.n.01
semeval2013.d000.s018.t002 cost.n.01
semeval2013.d000.s018.t003 greenhouse_gas.n.01
semeval2013.d000.s018.t004 state.n.04
semeval2013.d000.s018.t005 action.n.01
semeval2013.d000.s019.t000 game.n.03
semeval2013.d000.s019.t001 hegemony.n.01
semeval2013.d000.s019.t002 mexico.n.01
semeval2013.d000.s019.t003 central_america.n.01
semeval2013.d000.s019.t004 climate_change.n.01
semeval2013.d000.s019.t005 adviser.n.01
semeval2013.d000.s020.t000 state.n.04
semeval2013.d000.s020.t001 impact.n.02
semeval2013.d000.s020.t002 climate_change.n.01
semeval2013.d000.s020.t003 treaty.n.01
semeval2013.d000.s020.t004 copenhagen.n.01
semeval2013.d000.s020.t005 participant.n.01
semeval2013.d000.s020.t006 talk.n.01
semeval2013.d000.s020.t007 bargain.n.01
semeval2013.d000.s021.t000 member.n.01
semeval2013.d000.s021.t001 draft.n.05
semeval2013.d000.s021.t002 treaty.n.01
semeval2013.d000.s021.t003 proposal.n.01
semeval2013.d000.s021.t004 friday.n.01
semeval2013.d000.s021.t005 morning.n.01
semeval2013.d000.s022.t000 climate.n.02
semeval2013.d000.s022.t001 negotiation.n.01
semeval2013.d000.s022.t002 behalf.n.01
semeval2013.d000.s022.t003 push.n.05
semeval2013.d000.s022.t004 pressure.n.02
semeval2013.d000.s022.t005 procedure.n.01
semeval2013.d000.s022.t006 action.n.01
semeval2013.d000.s022.t007 china.n.01
semeval2013.d000.s022.t008 india.n.01
semeval2013.d000.s023.t000 lecture.n.01
semeval2013.d000.s023.t001 urgency.n.01
semeval2013.d000.s023.t002 delegate.n.01
semeval2013.d000.s023.t003 fact.n.01
semeval2013.d000.s023.t004 issue.n.01
semeval2013.d000.s023.t005 deal.n.01
semeval2013.d000.s024.t000 official.n.01
semeval2013.d000.s024.t001 minister.n.02
semeval2013.d000.s024.t002 airplane.n.01
semeval2013.d000.s024.t003 anteroom.n.01
semeval2013.d000.s024.t004 meeting.n.01
semeval2013.d000.s024.t005 press_conference.n.01
semeval2013.d000.s024.t006 claim.n.01
semeval2013.d000.s024.t007 week.n.01
semeval2013.d000.s025.t000 gathering.n.01
semeval2013.d000.s025.t001 people.n.01
semeval2013.d000.s025.t002 day.n.03
semeval2013.d000.s025.t003 militant.n.01
semeval2013.d000.s025.t004 show.n.01
semeval2013.d000.s025.t005 state.n.04
semeval2013.d000.s025.t006 draft.n.05
semeval2013.d000.s025.t007 proposal.n.01
semeval2013.d000.s025.t008 paper.n.04
semeval2013.d000.s025.t009 electronic_mail.n.01
semeval2013.d000.s025.t010 challenge.n.01
semeval2013.d000.s026.t000 intensity.n.02
semeval2013.d000.s026.t001 curate.n.01
semeval2013.d000.s026.t002 wednesday.n.01
semeval2013.d000.s026.t003 copenhagen.n.01
semeval2013.d000.s027.t000 major_league.n.01
semeval2013.d000.s027.t001 vice_president.n.01
semeval2013.d000.s027.t002 policy.n.02
semeval2013.d000.s028.t000 colossus.n.02
semeval2013.d001.s000.t000 victory.n.01
semeval2013.d001.s000.t001 israel.n.01
semeval2013.d001.s001.t000 victory.n.01
semeval2013.d001.s001.t001 visit.n.01
semeval2013.d001.s001.t002 team.n.01
semeval2013.d001.s001.t003 loss.n.03
semeval2013.d001.s001.t004 performance.n.03
semeval2013.d001.s001.t005 team.n.01
semeval2013.d001.s001.t006 point.n.10
semeval2013.d001.s001.t007 acme.n.01
semeval2013.d001.s001.t008 group.n.01
semeval2013.d001.s002.t000 team.n.01
semeval2013.d001.s002.t001 absence.n.02
semeval2013.d001.s002.t002 engagement.n.07
semeval2013.d001.s002.t003 teamwork.n.01
semeval2013.d001.s002.t004 end.n.03
semeval2013.d001.s002.t005 victory.n.01
semeval2013.d001.s003.t000 success.n.02
semeval2013.d001.s003.t001 sideline.n.01
semeval2013.d001.s003.t002 batch.n.02
semeval2013.d001.s003.t003 victory.n.01
semeval2013.d001.s004.t000 game.n.01
semeval2013.d001.s004.t001 favor.n.02
semeval2013.d001.s004.t002 scoreboard.n.01
semeval2013.d001.s004.t003 start.n.01
semeval2013.d001.s005.t000 basket.n.03
semeval2013.d001.s005.t001 perimeter.n.02
semeval2013.d001.s005.t002 speculation.n.02
semeval2013.d001.s005.t003 net.n.04
semeval2013.d001.s005.t004 wrist.n.01
semeval2013.d001.s006.t000 scorekeeper.n.01
semeval2013.d001.s006.t001 end.n.02
semeval2013.d001.s006.t002 first_period.n.01
semeval2013.d001.s007.t000 quarter.n.03
semeval2013.d001.s007.t001 team.n.01
semeval2013.d001.s007.t002 game.n.03
semeval2013.d001.s007.t003 work.n.01
semeval2013.d001.s007.t004 whistle.n.02
semeval2013.d001.s007.t005 applause.n.01
semeval2013.d001.s007.t006 return.n.02
semeval2013.d001.s007.t007 home.n.03
semeval2013.d001.s007.t008 lead.n.01
semeval2013.d001.s008.t000 team.n.01
semeval2013.d001.s008.t001 point.n.10
semeval2013.d001.s008.t002 point.n.10
semeval2013.d001.s008.t003 night.n.01
semeval2013.d001.s009.t000 game.n.01
semeval2013.d001.s009.t001 halftime.n.01
semeval2013.d001.s009.t002 hand.n.01
semeval2013.d001.s009.t003 pressure.n.02
semeval2013.d001.s009.t004 game.n.02
semeval2013.d001.s010.t000 function.n.03
semeval2013.d001.s010.t001 return.n.05
semeval2013.d001.s010.t002 light.n.05
semeval2013.d001.s011.t000 disadvantage.n.01
semeval2013.d001.s012.t000 player.n.01
semeval2013.d001.s012.t001 couple.n.03
semeval2013.d001.s012.t002 play.n.03
semeval2013.d001.s012.t003 aid.n.02
semeval2013.d001.s012.t004 scoreboard.n.01
semeval2013.d001.s012.t005 lead.n.01
semeval2013.d001.s012.t006 team.n.01
semeval2013.d001.s012.t007 end.n.03
semeval2013.d001.s012.t008 quarter.n.03
semeval2013.d001.s013.t000 time_period.n.01
semeval2013.d001.s013.t001 minute.n.01
semeval2013.d001.s014.t000 team.n.01
semeval2013.d001.s014.t001 team.n.01
semeval2013.d001.s014.t002 line.n.20
semeval2013.d001.s015.t000 malice.n.01
semeval2013.d001.s015.t001 team.n.01
semeval2013.d001.s015.t002 eleventh_hour.n.01
semeval2013.d001.s015.t003 game.n.01
semeval2013.d001.s015.t004 victory.n.01
semeval2013.d001.s015.t005 time.n.01
semeval2013.d001.s015.t006 season.n.01
semeval2013.d002.s000.t000 wall_street.n.01
semeval2013.d002.s000.t001 momentum.n.01
semeval2013.d002.s000.t002 dollar.n.01
semeval2013.d002.s001.t000 new_york_stock_exchange.n.01
semeval2013.d002.s001.t001 bearing.n.02
semeval2013.d002.s001.t002 friday.n.01
semeval2013.d002.s001.t003 market.n.01
semeval2013.d002.s001.t004 index.n.02
semeval2013.d002.s001.t005 united_states.n.01
semeval2013.d002.s001.t006 dollar.n.01
semeval2013.d002.s001.t007 dow_jones.n.01
semeval2013.d002.s001.t008 national_association_of_securities_dealers_automated_quotations.n.01
semeval2013.d002.s002.t000 shutting.n.01
semeval2013.d002.s002.t001 digit.n.01
semeval2013.d002.s002.t002 item.n.01
semeval2013.d002.s002.t003 item.n.01
semeval2013.d002.s002.t004 national_association_of_securities_dealers_automated_quotations.n.01
semeval2013.d002.s002.t005 technology.n.01
semeval2013.d002.s002.t006 predominance.n.01
semeval2013.d002.s002.t007 point.n.03
semeval2013.d002.s002.t008 item.n.01
semeval2013.d002.s003.t000 point.n.10
semeval2013.d002.s003.t001 point.n.10
semeval2013.d002.s004.t000 market.n.01
semeval2013.d002.s005.t000 narrow_margin.n.01
semeval2013.d002.s005.t001 trading.n.01
semeval2013.d002.s005.t002 bulk.n.02
semeval2013.d002.s005.t003 case.n.04
semeval2013.d002.s005.t004 end.n.02
semeval2013.d002.s005.t005 year.n.01
semeval2013.d002.s006.t000 tendency.n.04
semeval2013.d002.s006.t001 issue.n.11
semeval2013.d002.s006.t002 index.n.02
semeval2013.d002.s006.t003 market.n.01
semeval2013.d002.s006.t004 opinion.n.01
semeval2013.d002.s006.t005 relation.n.01
semeval2013.d002.s006.t006 robustness.n.02
semeval2013.d002.s006.t007 recovery.n.01
semeval2013.d002.s006.t008 analyst.n.01
semeval2013.d002.s007.t000 united_states.n.01
semeval2013.d002.s007.t001 sale.n.01
semeval2013.d002.s007.t002 november.n.01
semeval2013.d002.s007.t003 calendar_month.n.01
semeval2013.d002.s007.t004 row.n.06
semeval2013.d002.s008.t000 assurance.n.01
semeval2013.d002.s008.t001 consumer.n.01
semeval2013.d002.s008.t002 december.n.01
semeval2013.d002.s008.t003 calendar_month.n.01
semeval2013.d002.s008.t004 estimate.n.01
semeval2013.d002.s008.t005 index.n.01
semeval2013.d002.s009.t000 index.n.01
semeval2013.d002.s009.t001 advance.n.06
semeval2013.d002.s009.t002 dollar.n.01
semeval2013.d002.s009.t003 high.n.01
semeval2013.d002.s009.t004 euro.n.01
semeval2013.d002.s009.t005 pressure.n.02
semeval2013.d002.s009.t006 sector.n.02
semeval2013.d002.s009.t007 situation.n.01
semeval2013.d002.s010.t000 technology.n.01
semeval2013.d002.s010.t001 security.n.02
semeval2013.d002.s010.t002 reason.n.01
semeval2013.d002.s012.t000 treasury.n.01
semeval2013.d002.s012.t001 bond.n.02
semeval2013.d002.s012.t002 output.n.02
semeval2013.d002.s012.t003 tuesday.n.01
semeval2013.d002.s012.t004 evening.n.01
semeval2013.d002.s012.t005 bond.n.02
semeval2013.d002.s012.t006 output.n.02
semeval2013.d002.s012.t007 evening.n.01
semeval2013.d003.s000.t000 deal.n.01
semeval2013.d003.s000.t001 oil_company.n.01
semeval2013.d003.s001.t000 concern.n.04
semeval2013.d003.s001.t001 violence.n.01
semeval2013.d003.s001.t002 instability.n.01
semeval2013.d003.s001.t003 government.n.01
semeval2013.d003.s001.t004 oil_company.n.01
semeval2013.d003.s001.t005 infrastructure.n.01
semeval2013.d003.s001.t006 auction.n.02
semeval2013.d003.s001.t007 saturday.n.01
semeval2013.d003.s002.t000 deal.n.01
semeval2013.d003.s002.t001 oil_company.n.01
semeval2013.d003.s002.t002 china.n.01
semeval2013.d003.s002.t003 soviet_union.n.01
semeval2013.d003.s002.t004 oil.n.01
semeval2013.d003.s002.t005 firm.n.01
semeval2013.d003.s002.t006 function.n.03
semeval2013.d003.s002.t007 iraq.n.01
semeval2013.d003.s002.t008 oil_industry.n.01
semeval2013.d003.s002.t009 decade.n.01
semeval2013.d003.s002.t010 war.n.02
semeval2013.d003.s002.t011 sanction.n.01
semeval2013.d003.s003.t000 company.n.01
semeval2013.d003.s003.t001 stake.n.04
semeval2013.d003.s003.t002 field.n.01
semeval2013.d003.s004.t000 company.n.01
semeval2013.d003.s004.t001 auction.n.02
semeval2013.d003.s004.t002 friday.n.01
semeval2013.d003.s005.t000 bid.n.02
semeval2013.d003.s006.t000 company.n.01
semeval2013.d003.s006.t001 deal.n.01
semeval2013.d003.s006.t002 playing_field.n.02
semeval2013.d003.s006.t003 june.n.01
semeval2013.d003.s007.t000 representation.n.03
semeval2013.d003.s007.t001 oil.n.01
semeval2013.d003.s007.t002 giant.n.03
semeval2013.d003.s007.t003 iraq.n.01
semeval2013.d003.s007.t004 oil_industry.n.01
semeval2013.d003.s007.t005 analyst.n.01
semeval2013.d003.s008.t000 iraq.n.01
semeval2013.d003.s008.t001 door.n.01
semeval2013.d003.s008.t002 year.n.01
semeval2013.d003.s008.t003 war.n.02
semeval2013.d003.s008.t004 united_states_government.n.01
semeval2013.d003.s008.t005 company.n.01
semeval2013.d003.s008.t006 way.n.05
semeval2013.d003.s008.t007 editor.n.01
semeval2013.d003.s008.t008 news.n.02
semeval2013.d003.s008.t009 release.n.09
semeval2013.d003.s009.t000 long_time.n.01
semeval2013.d003.s009.t001 offer.n.02
semeval2013.d003.s009.t002 iraq.n.01
semeval2013.d003.s010.t000 concern.n.04
semeval2013.d003.s010.t001 security.n.01
semeval2013.d003.s010.t002 bombing.n.01
semeval2013.d003.s010.t003 tuesday.n.01
semeval2013.d003.s010.t004 instability.n.02
semeval2013.d003.s010.t005 united_states_government.n.01
semeval2013.d003.s010.t006 military.n.01
semeval2013.d003.s010.t007 oil_company.n.01
semeval2013.d003.s010.t008 iraq.n.01
semeval2013.d003.s010.t009 earth.n.01
semeval2013.d003.s010.t010 reserve.n.02
semeval2013.d003.s010.t011 analyst.n.01
semeval2013.d003.s011.t000 united_states_government.n.01
semeval2013.d003.s011.t001 firm.n.01
semeval2013.d003.s011.t002 case.n.01
semeval2013.d003.s011.t003 disadvantage.n.01
semeval2013.d003.s011.t004 rival.n.01
semeval2013.d003.s011.t005 government.n.01
semeval2013.d003.s011.t006 energy.n.01
semeval2013.d003.s011.t007 firm.n.01
semeval2013.d003.s011.t008 risk.n.02
semeval2013.d003.s011.t009 stockholder.n.01
semeval2013.d003.s012.t000 company.n.01
semeval2013.d003.s012.t001 bargain.n.01
semeval2013.d003.s012.t002 ministry.n.03
semeval2013.d003.s013.t000 united_states_government.n.01
semeval2013.d003.s013.t001 firm.n.01
semeval2013.d003.s013.t002 affiliation.n.01
semeval2013.d003.s013.t003 advice.n.01
semeval2013.d003.s013.t004 year.n.01
semeval2013.d003.s014.t000 company.n.01
semeval2013.d003.s014.t001 contract.n.01
semeval2013.d003.s014.t002 weekend.n.01
semeval2013.d003.s015.t000 bid.n.03
semeval2013.d003.s015.t001 contract.n.01
semeval2013.d003.s015.t002 company.n.01
semeval2013.d003.s015.t003 interest.n.05
semeval2013.d003.s015.t004 contract.n.01
semeval2013.d003.s015.t005 field.n.06
semeval2013.d003.s016.t000 china.n.01
semeval2013.d003.s016.t001 lead.n.03
semeval2013.d003.s016.t002 world_power.n.01
semeval2013.d003.s016.t003 spokesman.n.01
semeval2013.d003.s017.t000 company.n.01
semeval2013.d003.s017.t001 equality.n.02
semeval2013.d003.s017.t002 rival.n.01
semeval2013.d003.s017.t003 commitment.n.02
semeval2013.d003.s017.t004 iraq.n.01
semeval2013.d003.s018.t000 company.n.01
semeval2013.d003.s018.t001 bid.n.03
semeval2013.d003.s018.t002 offer.n.02
semeval2013.d003.s018.t003 barrel.n.04
semeval2013.d003.s018.t004 fee.n.01
semeval2013.d003.s018.t005 ministry.n.03
semeval2013.d003.s018.t006 output.n.02
semeval2013.d003.s018.t007 degree.n.01
semeval2013.d003.s018.t008 field.n.06
semeval2013.d004.s000.t000 depository_financial_institution.n.01
semeval2013.d004.s000.t001 state.n.03
semeval2013.d004.s000.t002 support.n.01
semeval2013.d004.s001.t000 united_states.n.01
semeval2013.d004.s001.t001 depository_financial_institution.n.01
semeval2013.d004.s001.t002 state.n.01
semeval2013.d004.s001.t003 shackle.n.01
semeval2013.d004.s002.t000 wednesday.n.01
semeval2013.d004.s002.t001 support.n.01
semeval2013.d004.s002.t002 depository_financial_institution.n.01
semeval2013.d004.s002.t003 protection.n.01
semeval2013.d004.s002.t004 fund.n.01
semeval2013.d004.s002.t005 sum.n.01
semeval2013.d004.s003.t000 report.n.02
semeval2013.d004.s003.t001 united_states.n.01
semeval2013.d004.s003.t002 broadcaster.n.01
semeval2013.d004.s003.t003 state.n.04
semeval2013.d004.s003.t004 support.n.01
semeval2013.d004.s004.t000 institution.n.01
